,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
10416852,2016-07-06-102959,They're being illegally held on charges for exercising their Second Amendment right.,LaVoy Finicum,['Q23022329'],2016-07-06 23:42:28,3,"[['LaVoy Finicum', '0.7247'], ['None', '0.2342'], ['Yvette Herrell', '0.0253'], ['Gary Stone', '0.0158']]","['http://alamogordonews.com/story/news/politics/new-mexico/2016/07/06/opposing-groups-hold-rallies-forest-and-against/86786774/', 'http://lcsun-news.com/story/news/politics/new-mexico/2016/07/06/opposing-groups-hold-rallies-forest-and-against/86786774/', 'http://ruidosonews.com/story/news/2016/07/07/opposing-groups-hold-rallies-saturday-regarding-encroachment-ranchers-lands/86806262/']",E
10422699,2016-09-26-088741,Studies show New Jersey has the fifth lowest rate of gun violence per capita in the country right now and I think that's largely because of our relatively strong gun laws. But we could still make them stronger and we're working on that.,Robert Moore,"['Q18636266', 'Q21453623', 'Q42887786', 'Q59260611', 'Q7347771', 'Q7347775', 'Q7347776']",2016-09-26 03:00:09,1,"[['Robert Moore', '0.8828'], ['None', '0.0839'], ['Stephen Jones', '0.0333']]",['http://wobm.com/how-to-buy-a-gun-in-nj-lots-of-paperwork-and-waiting/'],E
10425369,2016-08-01-006123,"And if we're serious about keeping our country safe, we also can't afford to have a president who's in the pocket of the gun lobby,",None,[],2016-08-01 23:50:17,4,"[['None', '0.5388'], ['Hillary Clinton', '0.3397'], ['Donald Trump', '0.0664'], ['President Obama', '0.0319'], ['Bernie Sanders', '0.0195'], ['Brian Williams', '0.0037']]","['http://washingtonexaminer.com/hillary-clintons-uninspiring-speech/article/2598278', 'http://m.washingtonexaminer.com/hillary-clintons-uninspiring-speech/article/2598278', 'http://m.washingtonexaminer.com/obama-hands-clinton-the-bully-pulpit/article/2599405', 'http://washingtonexaminer.com/obama-hands-clinton-the-bully-pulpit/article/2599405']",E
10425949,2016-08-10-017585,Donald J. Trump on Tuesdayappeared to raise the possibility that gun rights supporters could take matters into their own hands if Hillary Clinton is elected president and appoints judges who favor stricter gun control measures.,Maggie Haberman,['Q23883367'],2016-08-10 18:36:51,1,"[['Maggie Haberman', '0.7275'], ['None', '0.2418'], ['Dan Senor', '0.0197'], ['Donald Trump', '0.011']]",['http://www.haaretz.com/world-news/u-s-election-2016/1.736230'],E
10432128,2016-08-09-004563,"Although the Second Amendment people, maybe there is, I dunno.",Donald Trump,"['Q22686', 'Q27947481']",2016-08-09 19:04:28,4,"[['Donald Trump', '0.4842'], ['None', '0.3597'], ['Hillary Clinton', '0.1054'], ['Robby Mook', '0.046'], ['John Hinckley', '0.0048']]","['http://www.theatlantic.com/newsletters/archive/2016/08/the-atlantic-daily-trump-gun-comments-pakistan-lawyers-national-security/495062/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed: TheAtlantic (The Atlantic - Master Feed)', 'https://www.rt.com/usa/355303-trump-second-amendment-people/?utm_source=rss&utm_medium=rss&utm_campaign=RSS', 'http://rt.com/usa/355303-trump-second-amendment-people/', 'http://www.mirror.co.uk/news/world-news/ronald-reagans-daughter-slams-donald-8611573']",E
10435106,2016-07-19-065177,"Just nod and say `Second Amendment,' `Second Amendment,' `Second Amendment,",Jon Bramnick,['Q6270434'],2016-07-19 19:27:09,1,"[['Jon Bramnick', '0.716'], ['None', '0.2791'], ['Sam Thompson', '0.0049']]",['http://politickernj.com/2016/07/bramnick-said-he-is-considering-guv-run-during-rnc-comedy-performance/'],E
10435514,2016-07-13-074045,Obama Pounds Gun Control Message At A Memorial For Fallen Officers. Floored.,Dana Loesch,['Q3013272'],2016-07-13 16:14:59,2,"[['Dana Loesch', '0.8669'], ['None', '0.0856'], ['President Obama', '0.0357'], ['Ben Shapiro', '0.0079'], ['Katie Pavlich', '0.0039']]","['http://feeds.mediamatters.org/~r/MediaMattersForAmerica-All/~3/7MdRzFg8SQI/211538', 'http://mediamatters.org/research/2016/07/13/right-wing-media-slam-obama-noting-lax-gun-laws-lead-more-violence/211538']",E
10440989,2016-08-09-043815,"If she gets to pick her judges, nothing you can do, folks. Although the Second Amendment people -- -- maybe there is, I dunno,",None,[],2016-08-09 17:39:34,2,"[['None', '0.3092'], ['Donald Trump', '0.3014'], ['Kayleigh McEnany', '0.2691'], ['Don Lemon', '0.0724'], ['Dan Bongino', '0.0338'], ['Hillary Clinton', '0.0142']]","['http://www.mediaite.com/online/trump-supporter-says-2nd-amendment-people-refers-to-gun-lobby-not-people-with-guns/', 'http://rare.us/story/don-lemon-tells-this-former-secret-service-agent-he-should-be-ashamed-of-himself-over-trump-defense/']",E
10446665,2016-08-12-023283,"He stood next to Hillary Clinton, who has already said she's going to wipe out the Second Amendment. She doesn't believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment.",Chris Collins,"['Q1077119', 'Q21284804', 'Q26935189', 'Q27831017', 'Q4228021', 'Q50671707', 'Q5106218', 'Q5106219', 'Q5106220', 'Q5106221', 'Q5106222', 'Q5106223', 'Q749772', 'Q861156']",2016-08-12 20:13:29,1,"[['Chris Collins', '0.6799'], ['None', '0.2767'], ['Hillary Clinton', '0.0276'], ['Donald Trump', '0.0097'], ['Ghazala Khan', '0.0061']]",['http://politifact.com/new-york/statements/2016/aug/12/chris-collins/clintons-views-do-not-go-against-constitution/'],E
10448796,2016-07-22-070584,"Look at what's happened over just the pass three months, whether it was the killing of 49 people at the Orlando, Florida, nightclub, in San Bernardino, California, the five Dallas police officers -- that each of these massacres were committed by an assault weapon, a military-style weapon that has better place in war than anywhere on the streets in the United States. I think we need to do more to protect people across the commonwealth with gun safety and gun control.",Jamie Eldridge,['Q6146869'],2016-07-22 18:27:47,1,"[['Jamie Eldridge', '0.8242'], ['None', '0.1338'], ['Maura Healey', '0.042']]",['http://stow.wickedlocal.com/news/20160722/state-senate-candidates-jamie-eldridge-ted-busiek-and-terra-friedrichs-debate-on-actontv'],E
10448827,2016-09-13-073865,manipulated the footage in service of an agenda: They wanted to establish that there is no basis for opposing universal background checks by fooling viewers into believing that even a panel of pro-Second Amendment advocates could not provide one.,Katie Couric,['Q230739'],2016-09-13 21:37:06,2,"[['Katie Couric', '0.4944'], ['None', '0.4058'], ['Stephanie Soechtig', '0.0999']]","['http://hotair.com/headlines/archives/2016/09/13/katie-couric-sued-over-deceptive-editing-in-gun-control-documentary/', 'https://pjmedia.com/instapundit/243883/']",E
10449529,2016-08-12-072488,"She stands with the Washington gun lobby,",None,[],2016-08-12 13:45:28,3,"[['None', '0.7532'], ['Kelly Ayotte', '0.2202'], ['Gabby Giffords', '0.0265']]","['http://detroitnews.com/story/news/nation/2016/08/12/gun-control-group-challenge/88622952/', 'http://atr.rollcall.com/news/politics/gun-control-group-faces-challenge-educating-voters', 'http://rollcall.com/news/politics/gun-control-group-faces-challenge-educating-voters']",E
10449700,2016-08-03-087177,"state compliant copycat versions of their assault weapons,",Maura Healey,['Q16205062'],2016-08-03 13:27:56,1,"[['Maura Healey', '0.7514'], ['None', '0.2486']]",['http://www.newnownext.com/maura-healey-gun-control-massachusetts/08/2016/'],E
10452664,2016-07-05-010159,"Both Ministers agreed that India's participation in the NSG will further strengthen nuclear non-proliferation and make global nuclear commerce more secure,",Sushma Swaraj,['Q1652493'],2016-07-05 16:00:00,2,"[['Sushma Swaraj', '0.5633'], ['None', '0.3988'], ['Peter Szijjarto', '0.038']]","['http://www.msn.com/en-in/news/newsindia/hungary-supports-indias-bid-to-become-nsg-member/ar-AAi7Tah?srcref=rss', 'http://businessworld.in/article/Hungary-Supports-India-s-Bid-To-Become-NSG-Member/06-07-2016-100083']",E
10453579,2016-02-23-037028,"Hillary is tough. She is courageous. She will fight to make our families safer. In the White House she will stand up to the gun lobby,",Gabby Giffords,['Q193703'],2016-02-23 08:13:00,2,"[['Gabby Giffords', '0.5949'], ['None', '0.3306'], ['Bernie Sanders', '0.0376'], ['Hillary Clinton', '0.0369']]","['http://feeds.washingtonpost.com/c/34656/f/636655/s/4dcdd5da/sc/38/l/0M0Swashingtonpost0N0Cnews0Cpost0Epolitics0Cwp0C20A160C0A20C230Cblack0Emothers0Ewho0Elost0Echildren0Eto0Eviolence0Ehelp0Ehillary0Eclinton0Eappeal0Efor0Egun0Econtrol0C/story01.htm', 'https://www.washingtonpost.com/news/post-politics/wp/2016/02/23/black-mothers-who-lost-children-to-violence-help-hillary-clinton-appeal-for-gun-control/?tid=pm_pop_b']",E
10455852,2016-02-14-051521,"Obviously, I'd always like everyone to endorse every one of my bills but I've been here before on other issues. I've disagreed with the church on issues, they've fought me on some of my Second Amendment issues before and I've had to rally my colleagues over their objections. So we'll see if I can do the same again this time,",Mark Madsen,"['Q2573187', 'Q6768700']",2016-02-14 10:16:35,1,"[['Mark Madsen', '0.8678'], ['None', '0.1322']]",['http://ksl.com/?sid=38432956&nid=148'],E
10456834,2016-01-01-037792,"The gun lobby is loud and well-organised in its defence of effortlessly available guns for anyone,",President Barack Obama,['Q76'],2016-01-01 00:00:00,6,"[['President Barack Obama', '0.8151'], ['None', '0.1849']]","['http://iwradio.co.uk/national-news/obama-ready-to-bypass-congress-on-gun-control/', 'http://news.sky.com/story/1615301', 'http://www.independent.co.uk/news/world/americas/gun-control-barack-obama-to-use-executive-orders-to-restrict-access-to-weapons-for-a-dangerous-few-a6793201.html', 'http://mix96.co.uk/news/world/1839630/obama-ready-to-bypass-congress-on-gun-control/', 'http://heart.co.uk/news/uk-world/obama-ready-to-bypass-congress-on-gun-control/', 'https://uk.news.yahoo.com/obama-ready-bypass-congress-gun-control-165510913.html']",E
10456835,2016-01-01-037797,the gun lobby mobilized against,None,[],2016-01-01 16:51:49,1,"[['None', '0.5144'], ['President Obama', '0.4856']]",['http://www.mediaite.com/online/obama-rings-in-the-new-year-with-address-on-gun-control-executive-actions/'],E
10457687,2016-07-17-062201,to absolutely outlaw open carry in Cuyahoga County until this RNC is over.,None,[],2016-07-17 20:43:00,6,"[['None', '0.6585'], ['John Kasich', '0.3415']]","['http://www.wistv.com/story/32464403/cleveland-police-union-requests-open-carry-law-suspension-for-rnc', 'http://newswest9.com/story/32464403/cleveland-police-union-requests-open-carry-law-suspension-for-rnc', 'http://azfamily.com/story/32464403/cleveland-police-union-requests-open-carry-law-suspension-for-rnc', 'http://tucsonnewsnow.com/story/32464403/cleveland-police-union-requests-open-carry-law-suspension-for-rnc', 'http://wlox.com/story/32464403/cleveland-police-union-requests-open-carry-law-suspension-for-rnc', 'http://live5news.com/story/32464403/cleveland-police-union-requests-open-carry-law-suspension-for-rnc']",E
10465415,2016-09-08-149531,"What I was learning through all of this, is that in almost every way -- whether it came down to gun owners themselves or gun owners in America -- gun control advocates didn't even understand the issue.",None,[],2016-09-08 17:23:33,1,"[['None', '0.6624'], ['Michael Bloomberg', '0.3376']]",['http://www.breitbart.com/big-hollywood/2016/09/08/targeted/#disqus_thread'],E
10467918,2016-08-21-023955,"I think last year they sold millions of guns. The crime rate has dropped, but gun ownership has increased significantly.",John Cooke,"['Q15637838', 'Q19667214', 'Q21460847', 'Q22958846', 'Q28962198', 'Q40476653', 'Q58049053', 'Q6227025', 'Q6227029']",2016-08-21 05:27:08,2,"[['John Cooke', '0.7357'], ['None', '0.2643']]","['http://www.greeleytribune.com/news/23229134-113/a-calling-to-arm-more-and-more-people', 'http://www.greeleytribune.com/news/ticker/23229134-113/a-calling-to-arm-more-and-more-people']",E
10468280,2016-08-09-044749,"If you don't do the right thing, you're not going to have a Second Amendment, or you're not going to have much of it left.",Donald Trump,"['Q22686', 'Q27947481']",2016-08-09 00:00:00,15,"[['Donald Trump', '0.6815'], ['None', '0.2966'], ['Hillary Clinton', '0.0185'], ['Daniel Radcliffe', '0.0035']]","['http://www.businessinsider.com/trump-hillary-clinton-assassination-chris-murphy-elizabeth-warren-2016-8#comments', 'http://www.businessinsider.com/trump-second-amendment-people-hillary-clinton-justices-2016-8#comments', 'http://sfgate.com/technology/businessinsider/article/Trump-2nd-Amendment-people-might-be-able-to-9132310.php', 'http://www.businessinsider.com.au/trump-second-amendment-people-hillary-clinton-justices-2016-8#comments', 'http://www.businessinsider.in/Trump-2nd-Amendment-people-might-be-able-to-stop-Clinton-from-picking-SCOTUS-justices/articleshow/53624946.cms#commentHash', 'http://greenwichtime.com/technology/businessinsider/article/Trump-2nd-Amendment-people-might-be-able-to-9132310.php', 'http://stamfordadvocate.com/technology/businessinsider/article/Trump-2nd-Amendment-people-might-be-able-to-9132310.php', 'http://newstimes.com/technology/businessinsider/article/Trump-2nd-Amendment-people-might-be-able-to-9132310.php', 'http://ctpost.com/technology/businessinsider/article/Trump-2nd-Amendment-people-might-be-able-to-9132310.php', 'http://www.businessinsider.com.au/trump-hillary-clinton-assassination-chris-murphy-elizabeth-warren-2016-8#comments', 'http://www.businessinsider.in/Prominent-Democrats-are-saying-Donald-Trump-leveled-an-assassination-threat-at-Hillary-Clinton/articleshow/53625912.cms#commentHash', 'http://greenwichtime.com/technology/businessinsider/article/Donald-Trump-launches-into-raging-tweetstorm-in-8579594.php', 'http://businessinsider.my/trump-second-amendment-people-hillary-clinton-justices-2016-8/#comment-', 'http://businessinsider.sg/trump-second-amendment-people-hillary-clinton-justices-2016-8/#comment-', 'http://businessinsider.my/trump-hillary-clinton-assassination-chris-murphy-elizabeth-warren-2016-8/#comment-']",E
10469327,2016-06-22-001295,means making it harder for people who want to kill Americans to get their hands on assault weapons.,President Obama,['Q76'],2016-06-22 12:39:23,1,"[['President Obama', '0.9475'], ['None', '0.0501'], ['Hillary Clinton', '0.0014'], ['Donald Trump', '0.001']]",['http://rare.us/story/stop-using-tragedies-to-justify-unjust-new-laws/'],E
10472782,2016-09-13-003282,A vote for Hillary is a vote for you and your family. A vote for early childhood care. Debt free college. Gun control.,Bob Brady,"['Q18921467', 'Q434522']",2016-09-13 06:33:00,2,"[['Bob Brady', '0.6711'], ['None', '0.1994'], ['Tom Wolf', '0.1163'], ['Katie McGinty', '0.0059'], ['President Barack Obama', '0.005'], ['Hillary Clinton', '0.0023']]","['http://www.philly.com/philly/blogs/Heavy-detours-Tuesday-as-Obama-comes-to-Philly.html', 'http://www.philly.com/r?19=961&43=165761&44=393187801&32=3796&7=195202&40=http://www.philly.com/philly/news/Heavy-detours-Tuesday-as-Obama-comes-to-Philly.html']",E
10476445,2016-02-14-051430,"Nowhere else in the Constitution does a `right' attributed to `the people' refer to anything other than an individual right' ... We start therefore with a strong presumption that the Second Amendment right is exercised individually and belongs to all Americans... some think that the Second Amendment is outmoded... that is perhaps debatable, but what is not debatable is that it is not the role of this Court to pronounce the Second Amendment extinct.",Antonin Scalia,['Q11156'],2016-02-14 04:22:28,1,"[['Antonin Scalia', '0.9044'], ['None', '0.0956']]",['http://www.commdiginews.com/breaking-news/justice-antonin-scalia-champion-of-the-individual-americans-unalienable-rights-57590/'],E
10477011,2016-04-28-105776,"So the gun lobby has grown in size, political clout and, certainly, in money... as a side-effect of the post-Port Arthur gun laws.",None,[],2016-04-28 01:57:25,6,"[['None', '0.9449'], ['Prince of Wales', '0.0552']]","['http://www.stuff.co.nz/timaru-herald/world/79404923/Australias-firearm-arsenal-at-highest-level-since-Port-Arthur-massace', 'http://www.stuff.co.nz/world/australia/79404923/Australias-firearm-arsenal-at-highest-level-since-Port-Arthur-massace', 'http://watoday.com.au/national/investigations/record-gun-sales-bring-australias-firearm-arsenal-to-highest-level-since-the-port-arthur-massacre-20160427-goftbj.html', 'http://news.theage.com.au/national/investigations/record-gun-sales-bring-australias-firearm-arsenal-to-highest-level-since-the-port-arthur-massacre-20160427-goftbj.html', 'http://brisbanetimes.com.au/national/investigations/record-gun-sales-bring-australias-firearm-arsenal-to-highest-level-since-the-port-arthur-massacre-20160427-goftbj.html', 'http://www.canberratimes.com.au/national/investigations/record-gun-sales-bring-australias-firearm-arsenal-to-highest-level-since-the-port-arthur-massacre-20160427-goftbj.html']",E
10477572,2016-07-17-054308,The open carry of firearms is a legal activity in Ohio.,Mike DeWine,['Q1363468'],2016-07-17 07:45:00,1,"[['Mike DeWine', '0.5976'], ['None', '0.3913'], ['Joel Achenbach', '0.0111']]",['https://www.washingtonpost.com/news/post-nation/wp/2016/07/17/cleveland-police-union-calls-for-ban-on-open-carry-as-fears-of-violence-mount-ahead-of-rnc/?tid=pm_pop_b'],E
10479215,2016-07-31-048540,where any type of gun control legislation aimed at disarming law abiding citizens is the goal.,Joe Biden,['Q6279'],2016-07-31 17:22:00,2,"[['Joe Biden', '0.7641'], ['None', '0.1322'], ['Glenn Palmer', '0.0773'], ['Richard Mack', '0.0148'], ['Ammon Bundy', '0.0116']]","['http://ww.alternet.org/right-wing/constitutional-sherriffs-right-wing-pox', 'http://alternet.org/right-wing/constitutional-sherriffs-right-wing-pox']",E
10479784,2016-04-05-000082,an avowed opponent of our Second Amendment.,President Obama,['Q76'],2016-04-05 19:00:01,1,"[['President Obama', '0.3564'], ['None', '0.2675'], ['Antonin Scalia', '0.2145'], ['Merrick Garland', '0.1617']]",['http://www.guns.com/2016/04/05/politifact-whitbeck-misfires-on-garlands-gun-record/'],E
10485533,2016-04-28-154217,"We (Tony Rundle and I) began to talk on the day it happened about the possibility of tightening gun laws not only in Tasmania but around Australia,",John Howard,"['Q1467025', 'Q51330', 'Q5670833', 'Q58363217', 'Q6228200', 'Q6236889', 'Q6240028', 'Q6240032', 'Q6240035', 'Q6240041', 'Q6240047']",2016-04-28 02:12:00,1,"[['John Howard', '0.4563'], ['Tony Rundle', '0.2682'], ['None', '0.2073'], ['Merrick Watts', '0.0682']]",['http://www.news.com.au/lifestyle/real-life/theres-a-madman-in-port-arthur-john-howard-relives-day-mass-shooting-changed-us-all/news-story/7968c7bbd70d05a6c2e6197d849060ad'],E
10488170,2016-08-13-020741,"I shoot 500 to 1,000 rounds a day, so having to do a background check every time I purchase ammo, or every time I want to bring ammo in or out of a competition or a match, those are very challenging for me. Also, I've had guns in my family for generations that have been passed down, and now I'm going to register them as assault weapons... It definitely does effect me and give me a reason to speak out more.",Kim Rhode,['Q233759'],2016-08-13 09:43:27,1,"[['Kim Rhode', '0.8466'], ['None', '0.1509'], ['Donald Trump', '0.0025']]",['http://feeds.inquisitr.com/~r/google/yDYq/~3/8IkgHRmAXvQ/'],E
10489073,2016-12-14-062467,"It was horrifying. I think a lot of the things that we'd hoped we'd have conversations about, I just think it's a shame that it's very difficult right now for us to have conversations about mental health, about -- you know, a lot of the gun laws that were proposed are not laws that would have changed that day. It's been very difficult to have conversations about it. Ultimately, I think we need to take the day and remember, and mourn, and you know, hug your kids, and just be grateful.",Suzanne Bates,['Q7650767'],2016-12-14 00:00:00,2,"[['Suzanne Bates', '0.7981'], ['None', '0.154'], ['President Barack Obama', '0.0184'], ['Chris Murphy', '0.0157'], ['Bill Cassidy', '0.0138']]","['http://wnpr.org/post/four-years-after-sandy-hook-shooting-strong-emotions-little-change', 'http://wnpr.org/post/strong-emotions-little-change-fourth-anniversary-sandy-hook-shooting']",E
10489861,2016-09-13-079201,notable first and second amendment advocate,None,[],2016-09-13 06:30:00,2,"[['None', '0.8986'], ['Ana Lopez', '0.1014']]","['https://www.washingtonpost.com/news/post-nation/wp/2016/09/13/texas-gun-activist-under-fire-for-graphic-video-portraying-the-death-of-a-student-protester/', 'https://www.abqjournal.com/843924/texas-gun-rights-activist-slammmed-for-graphic-film-portraying-shooting-of-a-student-protester.html']",E
10493552,2016-02-24-011412,Banning the sale or transfer of all forms of semi-automatic weapons,None,[],2016-02-24 15:21:23,1,"[['None', '0.6973'], ['President Barack Obama', '0.3027']]",['https://www.nraila.org:443/articles/20160224/the-king-of-guns'],E
10498599,2016-07-07-110451,"Today, Canada is the only NATO ally and only G7 partner not to have signed or ratified the treaty, the previous government claiming that it might affect domestic gun laws, which is completely and categorically untrue.",Stéphane Dion,['Q366456'],2016-07-07 10:28:41,1,"[['Stéphane Dion', '0.9429'], ['None', '0.0571']]",['http://www.ammoland.com/2016/07/canada-accedes-u-n-arms-trade-treaty-part-1/'],E
10505491,2016-09-08-130308,"tree-hugging, pro gun control, pro-choice Republican,",John Shaban,['Q16204646'],2016-09-08 19:07:04,1,"[['John Shaban', '0.7013'], ['None', '0.2856'], ['Jim Himes', '0.0131']]",['http://www.courant.com/politics/hc-ct4-house-himes-shaban-20160908-story.html'],E
10506796,2016-07-28-002623,"A San Francisco police officer was arrested after an investigation revealed he manufactured and possessed a prohibited AR-15 style assault rifle, police said Tuesday. Thomas Abrahamsen, 50, of Berkeley was booked on suspicion of manufacturing an assault weapon and possessing an assault weapon, both felonies.",Jenna Lyons,['Q18619322'],2016-07-28 13:33:49,1,"[['Jenna Lyons', '0.8945'], ['None', '0.1055']]",['http://www.politico.com/tipsheets/california-playbook/2016/07/senate-pro-tem-on-trump-pete-wilson-on-steroids-brown-on-trump-liar-fraud-on-climate-newsom-on-trump-defeatist-215574'],E
10506961,2016-08-02-005871,"And if we're serious about keeping our country safe, we also can't afford to have a president who's in the pocket of the gun lobby. I'm not here to repeal the Second Amendment. I'm not here to take away your guns. I just don't want you to be shot by someone who shouldn't have a gun in the first place,",President Bill Clinton,['Q1124'],2016-08-02 15:21:40,1,"[['President Bill Clinton', '0.884'], ['None', '0.0975'], ['Donald Trump', '0.0185']]",['http://seattlemedium.com/clinton-asks-nation-empathize-victims-systemic-racism/'],E
10509131,2016-10-05-000588,"I'm a gun owner, I'm a strong Second Amendment supporter, but I've got a lot of scar tissue because when I was governor of Virginia there was a horrible shooting at Virginia Tech,",Tim Kaine,['Q359888'],2016-10-05 20:09:17,1,"[['Tim Kaine', '0.6635'], ['None', '0.3077'], ['Hillary Clinton', '0.0288']]",['http://personalliberty.com/kaine-says-hes-proud-labeled-enemy-gun-rights/'],E
10509355,2016-04-26-054390,is hardly sufficient evidence to merit this level of attention or to indict the strong gun laws that make New York City one of the safest large cities in the country.,None,[],2016-04-26 10:01:50,2,"[['None', '0.578'], ['Kelly Ripa', '0.422']]","['http://money.cnn.com/2016/04/26/news/guns-bribery-handgun-license-new-york/index.html?section=money_latest', 'http://gantdaily.com/2016/04/26/only-in-new-york-bribing-cops-for-a-gun-license/']",E
10511498,2016-08-10-092643,"The NRA and Donald Trump are calling for Second Amendment supporters to protect their constitutional right to self defense by defeating Hillary Clinton at the ballot box,",Jennifer Baker,['Q30325464'],2016-08-10 07:42:33,1,"[['Jennifer Baker', '0.7959'], ['None', '0.1842'], ['Hilary Clinton', '0.0103'], ['Donald Trump', '0.0096']]",['http://www.thenigerianvoice.com/news/225253/outrage-as-donald-trump-hints-at-hilary-clinton-assassinatio.html'],E
10511577,2016-12-09-096817,"The pro-life and Second Amendment Democrats, they are gone,",Kellyanne Conway,['Q6386365'],2016-12-09 09:20:35,1,"[['Kellyanne Conway', '0.847'], ['None', '0.1396'], ['Tim Ryan', '0.0101'], ['Nancy Pelosi', '0.0033']]",['http://www.newsmax.com/Politics/Kellyanne-Conway-Slams-Clinton-Fake-News/2016/12/09/id/763102'],E
10512837,2016-02-18-144853,We saw it after Newtown. We saw it after San Bernardino. The Second Amendment right to keep and bear arms is to protect us from excesses by the government.,Rafael Cruz,"['Q11347235', 'Q7282096']",2016-02-18 03:17:42,1,"[['Rafael Cruz', '0.8966'], ['None', '0.1034']]",['http://www.wnd.com/2016/02/rafael-cruz-to-pastors-drop-the-pc-sermons-and-fight/?cat_orig=faith'],E
10513809,2016-09-28-006015,"Americans for Responsible Solutions, they're not looking to take guns away or eliminate the Second Amendment,",None,[],2016-09-28 13:08:00,1,"[['None', '0.6388'], ['Mark Kelly', '0.3612']]",['http://auburnpub.com/blogs/eye_on_ny/colleen-deacon-aims-to-address-gun-violence-in-congress-we/article_56687818-852f-11e6-b205-6711edc92839.html'],E
10515124,2016-08-04-035014,"I can't speak for the police and what they feel, but I am a strong supporter of the Second Amendment.",Kim Rhode,['Q233759'],2016-08-04 21:09:00,2,"[['Kim Rhode', '0.9093'], ['None', '0.0715'], ['Vincent Hancock', '0.0192']]","['http://in.reuters.com/article/olympics-rio-usa-guncontrol-idINKCN10F2JE?il=0', 'http://www.reuters.com/article/us-olympics-rio-usa-guncontrol-idUSKCN10F2K7']",E
10518289,2016-07-19-095297,"The large-capacity firearms, the ability to have a rifle and have multiple 30-round clips of ammunition is clearly excessive. I think that we can honor the Second Amendment and be more reasonable with the weapons that are in the hands of the public.",None,[],2016-07-19 01:05:51,1,"[['None', '0.837'], ['David Clarke', '0.163']]",['http://telegram.com/news/20160718/local-police-african-american-leaders-speak-out-on-police-community-relations'],E
10521750,2016-07-20-032504,"Hillary will stack the Supreme Court with liberal justices who will allow government to continue its rampage against our individual rights, with utter contempt for our Second Amendment,",Pam Bondi,['Q7128915'],2016-07-20 19:14:10,7,"[['Pam Bondi', '0.5682'], ['None', '0.3877'], ['Donald Trump', '0.0146'], ['Rick Scott', '0.014'], ['Hillary Clinton', '0.0106'], ['Antonin Scalia', '0.0049']]","['http://news-press.com/story/news/politics/2016/07/20/wednesday-floridas-day-shine-gop-convention/87347366/', 'http://www.orlandosentinel.com/os-gov-scott-bondi-rnc-speeches-story.html', 'http://news4jax.com/news/elections/republican-national-convention/scott-bondi-tout-trump-bash-clinton', 'http://www.tcpalm.com/news/politics/elections/national/scott-to-highlight-orlando-attack-in-case-for-trump-38127e91-f530-3c06-e053-0100007f0839-387707791.html', 'http://www.orlandoweekly.com/Blogs/archives/2016/07/21/rick-scott-and-pam-bondi-tout-trump-bash-clinton-at-rnc', 'http://wptv.com/news/state/gov-rick-scott-ag-pam-bondi-speak-at-rnc-to-tout-trump-bash-clinton', 'http://www.northescambia.com/2016/07/florida-govt-weekly-roundup-not-exactly-a-conventional-convention']",E
10522527,2016-04-23-025030,"I want you to know that we can't ignore the Second Amendment and we can't ignore the 33,000 people a year who die from gun violence. And I think we are smart enough to figure out how to do that.",Hillary Clinton,['Q6294'],2016-04-23 21:49:04,1,"[['Hillary Clinton', '0.9335'], ['None', '0.0665']]",['http://www.breitbart.com/video/2016/04/23/hillary-clinton-pennsylvania-hunters-cant-ignore-2nd-amendment/#disqus_thread'],E
10522667,2016-08-10-044432,"If Hillary Clinton gets elected, I think she's going to decimate the Second Amendment, if not abolish it. And she'll do that through judges, through the justices of the Supreme Court. But the Second Amendment people have tremendous power because they are so united,",Donald Trump,"['Q22686', 'Q27947481']",2016-08-10 04:00:00,3,"[['Donald Trump', '0.7572'], ['Jason Miller', '0.1397'], ['None', '0.1031']]",['http://www.business-standard.com/article/international/second-amendment-people-could-stop-hillary-clinton-donald-trump-116081000098_1.html'],E
10526890,2016-08-05-122590,"When you see the gun crime and the shootings in Dublin. I think that you can see very clearly that the ball is very much in the criminals' court,",Jack Chambers,"['Q21518092', 'Q23006318', 'Q6111631', 'Q6111636']",2016-08-05 05:01:06,1,"[['Jack Chambers', '0.9347'], ['None', '0.0653']]",['http://www.thejournal.ie/gardai-tackle-drug-dealers-falling-2909422-Aug2016/'],E
10527076,2016-07-08-126269,"You can no longer purchase ammo without prior approval by the California Department of Justice, pistols with threaded barrels are now considered assault weapons,",None,[],2016-07-08 18:30:12,1,"[['None', '0.6912'], ['Madeleine Dean', '0.1199'], ['Josh Shapiro', '0.1152'], ['Daylin Leach', '0.0458'], ['Brian Evans', '0.0279']]",['http://www.pottsmerc.com/general-news/20160708/members-of-citizens-for-liberty-hold-pro-gun-rally-at-montgomery-county-court-house'],E
10529401,2016-07-28-046524,I&A tilde; & cent; & Acirc;  & Acirc;  m here without my mother while too many politicians cower behind the gun lobby. & Atilde; & cent; & Acirc;  & Acirc;  & Atilde; & cent; & Acirc;  & Acirc;,None,[],2016-07-28 00:18:30,1,"[['None', '0.6227'], ['Hillary Clinton', '0.3773']]",['http://www.dailykos.com/story/2016/07/28/1553302/-Families-with-Victims-of-Gun-Violence-And-Still-I-Rise#comments'],E
