,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
10529649,2016-04-28-063349,"In 2014, Missourians made it abundantly clear that they have grown tired of the repeated attacks on our Second Amendment rights.",Eric Burlison,['Q5386212'],2016-04-28 06:06:00,1,"[['Eric Burlison', '0.8363'], ['None', '0.1328'], ['Claire McCaskill', '0.0309']]",['http://www.kansascity.com/news/local/news-columns-blogs/the-buzz/article74149622.html#storylink=rss'],E
10531653,2016-08-16-108308,The extreme liberal regime around gun control that exists in the United States is seen as a bizarre phenomenon. That carrying guns is seen as a major human right is bizarre.,Alejandro Lozano,"['Q2832458', 'Q57337436']",2016-08-16 21:02:00,22,"[['Alejandro Lozano', '0.6648'], ['None', '0.3353']]","['http://www.sfgate.com/news/crime/article/At-Mexico-s-lone-gun-store-even-the-boss-9147060.php', 'http://www.seattletimes.com/business/at-mexicos-lone-gun-store-even-the-boss-discourages-sales/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all', 'http://www.seattletimes.com/business/at-mexicos-lone-gun-store-even-the-boss-discourages-sales/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_business', 'http://abcnews.go.com/International/wireStory/mexicos-lone-gun-store-boss-discourages-sales-41444168', 'http://wtop.com/latin-america/2016/08/at-mexicos-lone-gun-store-even-the-boss-discourages-sales/', 'http://feeds.foxnews.com/~r/foxnews/world/~3/Kf173VA4TaY/at-mexico-lone-gun-store-even-boss-discourages-sales.html', 'http://www.foxnews.com/world/2016/08/17/at-mexico-lone-gun-store-even-boss-discourages-sales.html', 'http://www.foxnews.com/world/2016/08/17/at-mexico-lone-gun-store-even-boss-discourages-sales/', 'http://bgdailynews.com/news/international/at-mexico-s-lone-gun-store-even-the-boss-discourages/article_9dd49b90-9752-5829-a4f7-0c83033be268.html', 'http://lacrossetribune.com/business/at-mexico-s-lone-gun-store-even-the-boss-discourages/article_94f32877-9c09-5b85-a4eb-7db4caa69f73.html', 'http://trib.com/business/at-mexico-s-lone-gun-store-even-the-boss-discourages/article_13c04fca-fbda-5b41-a95b-6a1a45146407.html', 'http://wral.com/at-mexico-s-lone-gun-store-even-the-boss-discourages-sales/15935832/', 'http://www.stltoday.com/business/at-mexico-s-lone-gun-store-even-the-boss-discourages/article_399ee2b0-486f-5307-97e5-062f552021db.html', 'http://news.yahoo.com/mexicos-lone-gun-store-even-040423792.html', 'https://sg.news.yahoo.com/mexicos-lone-gun-store-even-040423792.html', 'http://www.therepublic.com/2016/08/17/lt-mexico-lone-gun-store/', 'http://mysanantonio.com/news/crime/article/At-Mexico-s-lone-gun-store-even-the-boss-9147060.php', 'http://seattlepi.com/news/crime/article/At-Mexico-s-lone-gun-store-even-the-boss-9147060.php', 'http://timesunion.com/news/crime/article/At-Mexico-s-lone-gun-store-even-the-boss-9147060.php', 'http://kdwn.com/2016/08/17/at-mexicos-lone-gun-store-even-the-boss-discourages-sales/', 'http://cbsnews.com/news/mexicans-have-the-right-to-own-guns-but-few-do/', 'http://latino.foxnews.com/latino/lifestyle/2016/08/17/at-mexico-only-gun-store-business-is-booming-despite-being-banned-from/']",E
10531997,2016-09-20-113094,"The stakes in this election could not be higher. The American people cannot afford to elect a president who doesn't support their Second Amendment freedoms,",Chris W. Cox,['Q5108380'],2016-09-20 14:22:08,1,"[['Chris W. Cox', '0.5454'], ['None', '0.4546']]",['https://www.nraila.org/articles/20160920/nra-launches-4th-trump-ad-in-presidential-election-cycle'],E
10533017,2016-08-08-102140,"We have an agenda that we're going to get working on the very first day that includes new jobs and infrastructure, comprehensive immigration reform with a path to citizenship. We are going to keep our country safe, and yes, we are going to go after the gun lobby and pass some common sense gun safety measures.",Bill Nelson,"['Q22639331', 'Q3272899', 'Q358437', 'Q4910326']",2016-08-08 17:55:00,1,"[['Bill Nelson', '0.5076'], ['None', '0.2966'], ['Hillary Clinton', '0.0809'], ['Donald Trump', '0.0777'], ['Tim Kaine', '0.0372']]",['http://www.orlandosentinel.com/news/breaking-news/os-hillary-clinton-kissimmee-rally-20160808-story.html'],E
10535591,2016-12-19-027836,"I ended up voting for the bill because I'm supportive of the Second Amendment, but there are definitely places I would like to see fixed,",None,[],2016-12-19 12:00:00,1,"[['None', '0.807'], ['Donna Lichtenegger', '0.1784'], ['Colleen Coble', '0.0146']]",['http://columbiamissourian.com/news/state_news/concealed-carry-law-creates-gap-in-keeping-domestic-violence-offenders/article_de932380-bd94-11e6-a8c2-270dcd8ec8df.html'],E
10536356,2016-09-29-062114,I'm a firm believer in our Second Amendment rights and will continue to defend them against any efforts to dilute or overturn those rights.,Susan Martin,['Q7648152'],2016-09-29 01:20:00,1,"[['Susan Martin', '0.5687'], ['None', '0.4313']]","['http://wilsontimes.com/stories/Teachers-endorse-Farris-chamber-NRA-back-Martin,73628']",E
10540713,2016-07-12-001401,"a football season to worry... Updated: Tuesday, July 12 2016 3:37 PM EDT2016-07-12 19:37:39 GMTTen gun control protesters arrested for refusing to leave the lobby of an Orlando building where U.S. Sen. Marco Rubio has an office have been released from jail. A month after the Orlando nightclub shooting, dozens of gun control advocates started a 49-hour sit-in near Sen. Marco Rubio's office to remember the 49 victims. They sang songs, held signs that said",None,[],2016-07-12 18:34:00,7,"[['None', '0.3926'], ['Joe Paterno', '0.3495'], ['AG Lynch', '0.1116'], ['Jerry Sandusky', '0.0927'], ['Hillary Clinton', '0.0536']]","['http://www.12newsnow.com/story/32427546/french-state-found-liable-for-mans-death-in-toulouse-attack', 'http://www.cbs8.com/story/32422696/nobel-winner-malala-visits-worlds-largest-refugee-camp', 'http://www.cbs8.com/story/32428108/senate-investigation-says-top-us-diplomat-deleted-emails', 'http://wcax.com/story/32421838/police-shots-followed-fight-after-earlier-basketball-game', 'http://wcax.com/story/32427619/divide-between-black-and-blue-lives-widens-after-shootings', 'http://wcax.com/story/32428326/mississippi-district-appeals-order-in-desegregation-case', 'http://wcax.com/story/32428641/holocaust-museum-stop-catching-pokemon-here']",E
10541349,2016-05-12-016704,"challenge presidential candidate Hillary Clinton's gun control policies,",None,[],2016-05-12 14:14:32,2,"[['None', '0.8875'], ['Trayvon Martin', '0.0323'], ['Alicia Garza', '0.0289'], ['Patrisse Cullors', '0.0264'], ['Opal Tometi', '0.0249']]","['http://chicagodefender.com/2016/05/12/a-piece-of-american-history-george-zimmerman-to-auction-off-gun-he-used-to-kill-trayvon-martin/', 'http://newsone.com/3432530/george-zimmerman-auction-gun-killed-trayvon/']",E
10541377,2016-09-21-018647,"climate change, common-sense gun laws, and women's health.",Ben Sheehan,['Q26922383'],2016-09-21 17:23:00,1,"[['Ben Sheehan', '0.8416'], ['None', '0.1413'], ['Hillary Clinton', '0.0096'], ['Jesse Williams', '0.0075']]",['http://thedailybeast.com/cheats/2016/09/21/joss-whedon-launches-super-pac-to-stop-orange-muppet-hitler-trump.html'],E
10541695,2016-07-29-013715,"For the sake of the rule of law, for the sake of the sanctity of life, for the sake of our Second Amendment, for the sake of all our God-given liberties enshrined in our founding documents we must elect... Donald Trump,",Mike Pence,['Q24313'],2016-07-29 00:00:00,1,"[['Mike Pence', '0.8115'], ['None', '0.1799'], ['President Donald Trump', '0.0086']]",['http://www.toledoblade.com/Politics/2016/07/29/Pence-talks-law-liberties-at-Lima-event.html'],E
10547643,2016-07-06-007281,"Applicant countries must be signatories of Treaty on Non-Proliferation of nuclear weapons,",Wang Qun,"['Q43388357', 'Q7967596', 'Q8293573', 'Q9315937']",2016-07-06 08:11:27,1,"[['Wang Qun', '0.8325'], ['None', '0.1675']]",['http://pakobserver.net/2016/07/06/meltdown-of-post-cold-war-world-order/'],E
10547778,2016-02-23-012915,"(Bang) (Bang) (Bang) They say that the (Bang) short distance away (Bang) (Bang) Donald Trump (Bang) (Bang) (Bang) (Bang) (Bang) about protecting the Second Amendment (Bang) (Bang) (Bang) (Bang) All the Republicans (Bang) (Bang) support protecting the Second Amendment. Donald Trump (Bang) has said in speeches (Bang) the First Amendment and he supports the Second Amendment (Bang) (Large Bang) (Bang) (Bang) from the crowd when he says that. (Bang) (Bang) As we look at what Donald Trump has been doing (Bang) (Bang) Jeb Bush now, he's focusing on Ted Cruz. (Bang) Saying in a tweet (Bang) Wow was Ted Cruz disloyal to his very capable director (Bang) used him as a scapegoat (Bang) like a dog (Bang) talking about (bang) fired his spokesman (Bang).",None,[],2016-02-23 20:22:27,2,"[['None', '0.488'], ['Andrea Mitchell', '0.3905'], ['Kerry Sanders', '0.1215']]","['http://www.theblaze.com/stories/2016/02/23/msnbc-tries-to-do-a-live-report-from-a-nevada-gun-range-it-does-not-go-well/?utm_source=TheBlaze.com&utm_medium=rss&utm_campaign=story&utm_content=msnbc-tries-to-do-a-live-report-from-a-nevada-gun-range-it-does-not-go-well', 'http://www.businessinsider.com/msnbc-hilariously-attempted-to-cover-the-presidential-race-from-an-active-gun-range-2016-2#comments']",E
10548748,2016-08-10-028174,"Hillary wants to abolish, essentially abolish, the Second Amendment. By the way, and she gets to pick her judges, nothing you can do, folks. Although the Second Amendment people maybe there is, I don't know, But I'll tell you what, that will be a horrible day,",Donald Trump,"['Q22686', 'Q27947481']",2016-08-10 09:44:00,3,"[['Donald Trump', '0.5492'], ['None', '0.4197'], ['Hillary Clinton', '0.0233'], ['Barack Obama', '0.0078']]","['http://www.edmontonsun.com/2016/08/10/time-for-trump-to-think-before-he-speaks', 'http://www.winnipegsun.com/2016/08/10/time-for-trump-to-think-before-he-speaks', 'http://www.torontosun.com/2016/08/10/time-for-trump-to-think-before-he-speaks?channelColor=opinion']",E
10549826,2016-09-27-055667,"I'm not anti-gun ownership. I'm for responsible gun ownership and mental health background checks,",None,[],2016-09-27 09:08:21,4,"[['None', '0.7445'], ['Donald Trump', '0.1423'], ['Bernie Sanders', '0.0603'], ['Hillary Clinton', '0.0529']]","['http://newcanaan.dailyvoice.com/politics/taking-sides-at-the-presidential-debate-party-in-brookfield/683075/', 'http://stamford.dailyvoice.com/politics/taking-sides-at-the-presidential-debate-party-in-brookfield/683075/', 'http://fairfield.dailyvoice.com/politics/taking-sides-at-the-presidential-debate-party-in-brookfield/683075/', 'http://ridgefield.dailyvoice.com/politics/taking-sides-at-the-presidential-debate-party-in-brookfield/683075/']",E
10551765,2016-07-28-090454,"That's why we're fighting for a Congress and White House that stand up to the corporate gun lobby's intimidation and bullying. And that's why, today, we are endorsing Hillary Clinton for president.",Gabby Giffords,['Q193703'],2016-07-28 00:25:06,1,"[['Gabby Giffords', '0.6819'], ['None', '0.3181']]",['http://heavy.com/news/2016/07/watch-gabby-giffords-mark-kelly-speech-at-democratic-national-convention-what-did-say-gun-violence-hillary-clinton-dnc/#respond'],E
10553777,2016-08-08-111690,"Whenever there's an election, people run to the gun store before the Second Amendment is repealed. SWHC and RGR are the main beneficiaries. They sell guns and ammo but you'd better hope ammo sales don't skyrocket in a nation with 1.3 guns for every citizen,",Phil Davis,"['Q576360', 'Q7181829', 'Q915916']",2016-08-08 13:19:09,1,"[['Phil Davis', '0.7733'], ['None', '0.2167'], ['Robert R. Johnson', '0.01']]",['http://money.usnews.com/investing/articles/2016-08-08/5-stocks-that-could-be-affected-by-tighter-gun-control'],E
10554433,2016-09-05-005486,"As a result, they conclude that the possible first use of nuclear weapons is not only unnecessary but also might turn conventional war into a nuclear catastrophe. Moreover, they argue that `no first use' would support US nonproliferation goals by demonstrating that the United States accepted a limited role for its nuclear force,",None,[],2016-09-05 01:36:04,1,"[['None', '0.8327'], ['President Barack Obama', '0.0903'], ['Ernest Moniz', '0.0502'], ['John Kerry', '0.0268']]",['http://www.koreaherald.com/view.php?ud=20160905000321'],E
10558593,2016-04-26-092349,"The choice between a victim's right to justice and the possibility of inconveniencing the multibillion dollar gun industry is not a `tough decision' , nor is it `complicated' . Loretta Sanchez is standing on the wrong side of this issue. If she's serious about standing up for gun violence victims, Rep. Sanchez can sign on to co-sponsor H.R. 4399, the bill to repeal PLCAA, right now. But she cannot defend her vote by parroting the gun lobby's misleading talking points and she cannot sweep this problem under the rug by laying claim to decade-old ratings.",None,[],2016-04-26 16:35:59,1,"[['None', '0.5477'], ['Loretta Sanchez', '0.2201'], ['Adam Schiff', '0.1283'], ['Richard Blumenthal', '0.0533'], ['Chris Murphy', '0.0506']]",['http://yubanet.com/california/Sanchez-Dead-Wrong-on-Gun-Industry-Protections-Says-Brady-Campaign.php'],E
10559027,2016-07-18-093815,"There are conditions to open carry, which means you can't have open carry if you are brandishing it or pointing or threatening that kind of thing,",Frank Jackson,"['Q21621551', 'Q5487508']",2016-07-18 00:46:12,1,"[['Frank Jackson', '0.8655'], ['None', '0.1345']]",['http://abc7chicago.com/politics/notable-illinois-republicans-to-skip-convention;-security-beefed-up/1430839/'],E
10560326,2016-08-10-123579,"What it is is there's a tremendous power behind the Second Amendment. It's a political power,",Donald Trump,"['Q22686', 'Q27947481']",2016-08-10 10:41:49,2,"[['Donald Trump', '0.6385'], ['None', '0.3069'], ['Hillary Clinton', '0.0547']]","['http://www.washingtontimes.com/news/2016/aug/10/donald-trump-tremendous-political-movement-behind-/?utm_source=RSS_Feed&utm_medium=RSS', 'http://p.washingtontimes.com/news/2016/aug/10/donald-trump-tremendous-political-movement-behind-/']",E
10564839,2016-12-28-057315,"Second amendment people... could do [ something ],",None,[],2016-12-28 10:00:29,2,"[['None', '0.4396'], ['Donald Trump', '0.3652'], ['Hillary Clinton', '0.1951']]","['http://www.NyackNewsAndViews.com/2016/12/5-words-2016-part-1/', 'http://www.NyackNewsAndViews.com/2016/12/5-words-2016-part-2/']",E
10569634,2016-07-09-021673,I think the beauty of this whole thing is that nobody is out there [ calling out ] `Gun control!' and `Racism!' Sometimes the smartest thing is just to shut up.,Eric Metaxas,['Q5387091'],2016-07-09 12:21:13,2,"[['Eric Metaxas', '0.9031'], ['None', '0.0969']]","['http://global.christianpost.com/news/eric-metaxas-christians-should-respond-to-dallas-cop-shootings-with-silence-166220/', 'http://www.christianpost.com/news/eric-metaxas-christians-should-respond-to-dallas-cop-shootings-with-silence-166220/']",E
10574025,2016-05-20-143761,will protect and defend all of our freedoms -- including the Second Amendment.,Donald Trump,"['Q22686', 'Q27947481']",2016-05-20 19:30:05,1,"[['Donald Trump', '0.8066'], ['None', '0.1934']]",['http://p.washingtontimes.com/news/2016/may/20/trump-list-supreme-court-picks-will-expand/'],E
